Date,Title,Event
"August 12, 2021",Politics and elections,Political impact of the COVID-19 pandemic
"August 12, 2021",Politics and elections,President
"August 13, 2021",Armed conflicts and attacks,War in Afghanistan
"August 13, 2021",Armed conflicts and attacks,Taliban insurgency
"August 13, 2021",Armed conflicts and attacks,2021 Taliban offensive
"August 13, 2021",Armed conflicts and attacks,Taliban
"August 13, 2021",Armed conflicts and attacks,Zabiullah Mujahid
"August 13, 2021",Armed conflicts and attacks,Withdrawal of United States troops from Afghanistan
"August 13, 2021",Armed conflicts and attacks,U.S. Marines
"August 13, 2021",Armed conflicts and attacks,Sinai insurgency
"August 13, 2021",Armed conflicts and attacks,roadside bomb
"August 13, 2021",Armed conflicts and attacks,Israeli–Palestinian conflict
"August 13, 2021",Armed conflicts and attacks,Israeli security forces
"August 13, 2021",Disasters and accidents,2021 China floods
"August 13, 2021",Disasters and accidents,cities
"August 13, 2021",Disasters and accidents,2021 Russian wildfires
"August 13, 2021",Disasters and accidents,non-working day
"August 13, 2021",Disasters and accidents,flash flooding
"August 13, 2021",Health and environment,COVID-19 pandemic
"August 13, 2021",Health and environment,COVID-19 pandemic in Asia
"August 13, 2021",Health and environment,COVID-19 pandemic in Israel
"August 13, 2021",Health and environment,Israel
"August 13, 2021",Health and environment,COVID-19 pandemic in Japan
"August 13, 2021",Health and environment,Japan
"August 13, 2021",Health and environment,COVID-19 pandemic in South Korea
"August 13, 2021",Health and environment,COVID-19 vaccination in South Korea
"August 13, 2021",Health and environment,South Korea
"August 13, 2021",Health and environment,COVID-19 pandemic in Sri Lanka
"August 13, 2021",Health and environment,COVID-19 vaccination in Sri Lanka
"August 13, 2021",Health and environment,Sri Lanka
"August 13, 2021",Health and environment,COVID-19 pandemic in Thailand
"August 13, 2021",Health and environment,Thailand
"August 13, 2021",Health and environment,COVID-19 pandemic in Africa
"August 13, 2021",Health and environment,COVID-19 pandemic in Egypt
"August 13, 2021",Health and environment,Egypt
"August 13, 2021",Health and environment,COVID-19 pandemic in Morocco
"August 13, 2021",Health and environment,Morocco
"August 13, 2021",Health and environment,COVID-19 pandemic in Zambia
"August 13, 2021",Health and environment,Zambia
"August 13, 2021",Health and environment,COVID-19 pandemic in North America
"August 13, 2021",Health and environment,COVID-19 pandemic in Canada
"August 13, 2021",Health and environment,Transport Minister
"August 13, 2021",Health and environment,COVID-19 pandemic in the United States
"August 13, 2021",Health and environment,Impact of the COVID-19 pandemic on education
"August 13, 2021",Health and environment,COVID-19 pandemic in Florida
"August 13, 2021",Health and environment,U.S. Education Secretary
"August 13, 2021",Health and environment,appellate courts
"August 13, 2021",Health and environment,COVID-19 pandemic in Hawaii
"August 13, 2021",Health and environment,Hawaii
"August 13, 2021",Health and environment,COVID-19 pandemic in Michigan
"August 13, 2021",Health and environment,Michigan
"August 13, 2021",Health and environment,COVID-19 pandemic in Missouri
"August 13, 2021",Health and environment,Missouri governor
"August 13, 2021",Health and environment,COVID-19 pandemic in Europe
"August 13, 2021",Health and environment,COVID-19 pandemic in Germany
"August 13, 2021",Health and environment,Travel restrictions related to the COVID-19 pandemic
"August 13, 2021",Health and environment,Germany
"August 13, 2021",Health and environment,COVID-19 pandemic in Russia
"August 13, 2021",Health and environment,Russia
"August 13, 2021",Law and crime,Andrew Cuomo sexual harassment allegations
"August 13, 2021",Law and crime,New York State Assembly
"August 13, 2021",Law and crime,Samsung
"August 13, 2021",Law and crime,Nicaraguan police
"August 13, 2021",Politics and elections,COVID-19 pandemic in Argentina
"August 13, 2021",Politics and elections,Argentina
"August 14, 2021",Armed conflicts and attacks,War in Afghanistan
"August 14, 2021",Armed conflicts and attacks,Taliban insurgency
"August 14, 2021",Armed conflicts and attacks,2021 Taliban offensive
"August 14, 2021",Armed conflicts and attacks,Taliban
"August 14, 2021",Armed conflicts and attacks,(Reuters)
"August 14, 2021",Armed conflicts and attacks,U.S. diplomatic staff
"August 14, 2021",Armed conflicts and attacks,Kabul
"August 14, 2021",Armed conflicts and attacks,warlord
"August 14, 2021",Armed conflicts and attacks,Mi-17
"August 14, 2021",Armed conflicts and attacks,Withdrawal of United States troops from Afghanistan
"August 14, 2021",Armed conflicts and attacks,U.S. president
"August 14, 2021",Armed conflicts and attacks,Insurgency in Khyber Pakhtunkhwa
"August 14, 2021",Armed conflicts and attacks,Karachi
"August 14, 2021",Disasters and accidents,2021 Haiti earthquake
"August 14, 2021",Disasters and accidents,earthquake
"August 14, 2021",Disasters and accidents,2021 Turkish floods
"August 14, 2021",Disasters and accidents,flash floods
"August 14, 2021",Disasters and accidents,2021 Turkish wildfires
"August 14, 2021",Disasters and accidents,Beriev Be-200
"August 14, 2021",Disasters and accidents,2021 Akkar explosion
"August 14, 2021",Disasters and accidents,fuel truck
"August 14, 2021",Disasters and accidents,Zhangzhou
"August 14, 2021",Health and environment,COVID-19 pandemic
"August 14, 2021",Health and environment,COVID-19 pandemic in Asia
"August 14, 2021",Health and environment,COVID-19 pandemic in Iran
"August 14, 2021",Health and environment,Iran
"August 14, 2021",Health and environment,COVID-19 pandemic in the Philippines
"August 14, 2021",Health and environment,Philippines
"August 14, 2021",Health and environment,COVID-19 pandemic in Vietnam
"August 14, 2021",Health and environment,Vietnam
"August 14, 2021",Health and environment,COVID-19 pandemic in Europe
"August 14, 2021",Health and environment,COVID-19 pandemic in Denmark
"August 14, 2021",Health and environment,Denmark
"August 14, 2021",Health and environment,COVID-19 pandemic in Russia
"August 14, 2021",Health and environment,Russia
"August 14, 2021",Health and environment,COVID-19 pandemic in Australia
"August 14, 2021",Health and environment,COVID-19 pandemic in New South Wales
"August 14, 2021",Health and environment,New South Wales
"August 14, 2021",Health and environment,Ivory Coast
"August 14, 2021",International relations,Russia–United Kingdom relations
"August 14, 2021",International relations,BBC
"August 14, 2021",Politics and elections,2021 Zambian general election
"August 14, 2021",Politics and elections,President
"August 15, 2021",Armed conflicts and attacks,War in Afghanistan
"August 15, 2021",Armed conflicts and attacks,Taliban insurgency
"August 15, 2021",Armed conflicts and attacks,2021 Taliban offensive
"August 15, 2021",Armed conflicts and attacks,Fall of Kabul
"August 15, 2021",Armed conflicts and attacks,Taliban
"August 15, 2021",Armed conflicts and attacks,President
"August 15, 2021",Armed conflicts and attacks,Vice President
"August 15, 2021",Armed conflicts and attacks,government
"August 15, 2021",Armed conflicts and attacks,United Nations
"August 15, 2021",Armed conflicts and attacks,exile
"August 15, 2021",Armed conflicts and attacks,Jalalabad
"August 15, 2021",Armed conflicts and attacks,Bagram Airfield
"August 15, 2021",Armed conflicts and attacks,Western countries
"August 15, 2021",Armed conflicts and attacks,Withdrawal of United States troops from Afghanistan
"August 15, 2021",Armed conflicts and attacks,U.S. Department of State spokesperson
"August 15, 2021",Armed conflicts and attacks,Al Jazeera
"August 15, 2021",Disasters and accidents,2021 Algeria wildfires
"August 15, 2021",Disasters and accidents,wildfires
"August 15, 2021",Disasters and accidents,Japan
"August 15, 2021",Disasters and accidents,M7 motorway
"August 15, 2021",Health and environment,COVID-19 pandemic
"August 15, 2021",Health and environment,COVID-19 pandemic in Asia
"August 15, 2021",Health and environment,COVID-19 pandemic in Iran
"August 15, 2021",Health and environment,Iran
"August 15, 2021",Health and environment,COVID-19 pandemic in Laos
"August 15, 2021",Health and environment,Laos
"August 15, 2021",Health and environment,COVID-19 pandemic in the Philippines
"August 15, 2021",Health and environment,Philippines
"August 15, 2021",Health and environment,COVID-19 pandemic in Thailand
"August 15, 2021",Health and environment,Thailand
"August 15, 2021",Health and environment,COVID-19 pandemic in Australia
"August 15, 2021",Health and environment,Pfizer-BioNTech COVID-19 vaccine
"August 15, 2021",Health and environment,COVID-19 pandemic in Serbia
"August 15, 2021",Health and environment,Serbian
"August 15, 2021",Health and environment,Singapore
"August 15, 2021",International relations,Israel–Poland relations
"August 15, 2021",International relations,Israel
"August 15, 2021",Law and crime,Hong Kong national security law
"August 15, 2021",Law and crime,Civil Human Rights Front
"August 15, 2021",Law and crime,Russian
"August 15, 2021",Politics and elections,2021 Canadian federal election
"August 15, 2021",Politics and elections,Justin Trudeau
"August 15, 2021",Politics and elections,2020–21 Malaysian political crisis
"August 15, 2021",Politics and elections,Prime Minister of Malaysia
"August 15, 2021",Science and technology,Spain
"August 16, 2021",Armed conflicts and attacks,War in Afghanistan
"August 16, 2021",Armed conflicts and attacks,Taliban insurgency
"August 16, 2021",Armed conflicts and attacks,2021 Taliban offensive
"August 16, 2021",Armed conflicts and attacks,Fall of Kabul
"August 16, 2021",Armed conflicts and attacks,Russia
"August 16, 2021",Armed conflicts and attacks,United States invasion
"August 16, 2021",Armed conflicts and attacks,Saudi Arabia
"August 16, 2021",Armed conflicts and attacks,Hamid Karzai International Airport
"August 16, 2021",Armed conflicts and attacks,Kyrgyzstan
"August 16, 2021",Armed conflicts and attacks,Withdrawal of United States troops from Afghanistan
"August 16, 2021",Armed conflicts and attacks,U.S. troops
"August 16, 2021",Armed conflicts and attacks,U.S. Air Force
"August 16, 2021",Armed conflicts and attacks,U.S. President
"August 16, 2021",Armed conflicts and attacks,Operation Pitting
"August 16, 2021",Armed conflicts and attacks,United Kingdom
"August 16, 2021",Armed conflicts and attacks,Uzbekistan
"August 16, 2021",Armed conflicts and attacks,Insurgency in the Maghreb
"August 16, 2021",Armed conflicts and attacks,2021 Niger attacks
"August 16, 2021",Armed conflicts and attacks,Niger
"August 16, 2021",Armed conflicts and attacks,Israeli–Palestinian conflict
"August 16, 2021",Armed conflicts and attacks,Palestinians
"August 16, 2021",Disasters and accidents,2021 Haiti earthquake
"August 16, 2021",Disasters and accidents,earthquake
"August 16, 2021",Disasters and accidents,Tropical Storm Grace
"August 16, 2021",Disasters and accidents,Wildfires in 2021
"August 16, 2021",Disasters and accidents,Castile and León
"August 16, 2021",Disasters and accidents,2020–22 North American drought
"August 16, 2021",Disasters and accidents,U.S. Bureau of Reclamation
"August 16, 2021",Health and environment,COVID-19 pandemic
"August 16, 2021",Health and environment,COVID-19 pandemic in Asia
